code;name;latitude;longitude;country_code;zone_code
ORK;Cork Airport;51.84130096;-8.491109848;IE;EU
ORY;Paris-Orly Airport;48.7233333;2.3794444;FR;EU
OSL;Oslo Gardermoen Airport;60.19390106;11.10039997;NO;EU
OTP;Henri Coanda International Airport;44.5711111;26.085;RO;EU
OUA;Ouagadougou Airport;12.3532;-1.51242;BF;AF
OVB;Tolmachevo Airport;55.01259995;82.65070343;RU;EU
PAM;Tyndall Air Force Base;30.06959915;-85.57540131;US;NA
PBI;Palm Beach International Airport;26.68320084;-80.09559631;US;NA
PDL;Joao Paulo II Airport;37.74119949;-25.69790077;PT;EU
PDX;Portland International Airport;45.58869934;-122.5979996;US;NA
PEK;Beijing Capital International Airport;40.08010101;116.5849991;CN;AS
PEN;Penang International Airport;5.29714;100.277;MY;AS
PER;Perth International Airport;-31.94029999;115.9670029;AU;OC
PFO;Paphos International Airport;34.7179985;32.4856987;CY;AS
PHF;Newport News Williamsburg International Airport;37.13190079;-76.49299622;US;NA
PHL;Philadelphia International Airport;39.87189865;-75.2410965;US;NA
PHX;Phoenix Sky Harbor International Airport;33.43429947;-112.012001;US;NA
PIA;General Wayne A. Downing Peoria International Airport;40.66419983;-89.69329834;US;NA
PIT;Pittsburgh International Airport;40.49150085;-80.23290253;US;NA
PKX;Beijing Daxing International Airport;39.509945;116.41092;CN;AS
PMI;Palma De Mallorca Airport;39.55170059;2.738810062;ES;EU
PMO;Falcone-Borsellino Airport;38.175999;13.091;IT;EU
PNH;Phnom Penh International Airport;11.54660034;104.8440018;KH;AS
POM;Port Moresby Jacksons International Airport;-9.443380356;147.2200012;PG;OC
POZ;Poznan-Lawica Airport;52.42100143;16.82629967;PL;EU
PPT;Faa'a International Airport;-17.553699;-149.606995;PF;OC
PRG;Vaclav Havel Airport Prague;50.1008;14.26;CZ;EU
PRN;Pristina International Airport;42.5728;21.035801;XK;
PSA;Pisa International Airport;43.683899;10.3927;IT;EU
PTP;Pointe-a-Pitre Le Raizet;16.265301;-61.531799;GP;NA
PTY;Tocumen International Airport;9.071359634;-79.38349915;PA;NA
PUJ;Punta Cana International Airport;18.56739998;-68.36340332;DO;NA
PUS;Gimhae International Airport;35.17950058;128.9380035;KR;AS
PVD;Theodore Francis Green State Airport;41.732601;-71.420403;US;NA
PVG;Shanghai Pudong International Airport;31.14340019;121.8050003;CN;AS
PVR;Licenciado Gustavo Diaz Ordaz International Airport;20.68009949;-105.2539978;MX;NA
PWM;Portland International Jetport;43.646198;-70.309303;US;NA
QRO;Queretaro Intercontinental Airport;20.6228;-100.369;MX;NA
QUO;Akwa Ibom International Airport;4.8725;8.093;NG;AF
RAR;Rarotonga International Airport;-21.20269966;-159.8059998;CK;OC
RDU;Raleigh Durham International Airport;35.87760162;-78.78749847;US;NA
REP;Siem Reap International Airport;13.41069984;103.8130035;KH;AS
RFD;Chicago Rockford International Airport;42.19540024;-89.09719849;US;NA
RGN;Yangon International Airport;16.90730095;96.1332016;MM;AS
RIC;Richmond International Airport;37.50519943;-77.31970215;US;NA
RIX;Riga International Airport;56.92359924;23.97109985;LV;EU
RMS;Ramstein Air Base;49.43690109;7.600279808;DE;EU
RND;Randolph Air Force Base;29.52969933;-98.27890015;US;NA
RNO;Reno Tahoe International Airport;39.49909973;-119.7679977;US;NA
ROA;Roanoke-Blacksburg Regional Airport;37.3255;-79.975403;US;NA
ROB;Roberts International Airport;6.23379;-10.3623;LR;AF
ROC;Greater Rochester International Airport;43.1189003;-77.67240143;US;NA
ROV;Platov International Airport;47.493888;39.924722;RU;EU
RST;Rochester International Airport;43.90829849;-92.5;US;NA
RSW;Southwest Florida International Airport;26.53619957;-81.75520325;US;NA
RUH;King Khaled International Airport;24.95759964;46.69879913;SA;AS
SAL;Monsenor Oscar Arnulfo Romero International Airport;13.4409;-89.055702;SV;NA
SAN;San Diego International Airport;32.73360062;-117.1900024;US;NA
SAP;Ramon Villeda Morales International Airport;15.4525;-87.9233;HN;NA
SAT;San Antonio International Airport;29.533701;-98.469803;US;NA
SAV;Savannah Hilton Head International Airport;32.12760162;-81.20210266;US;NA
SAW;Sabiha Gokcen International Airport;40.89860153;29.30920029;TR;AS
SBN;South Bend Regional Airport;41.70869827;-86.31729889;US;NA
SCL;Comodoro Arturo Merino Benitez International Airport;-33.39300156;-70.78579712;CL;SA
SCQ;Santiago de Compostela Airport;42.89630127;-8.415140152;ES;EU
SDF;Louisville Muhammad Ali International Airport;38.1744;-85.736;US;NA
SDQ;Las Americas International Airport;18.42970085;-69.66889954;DO;NA
SEA;Seattle Tacoma International Airport;47.449001;-122.308998;US;NA
SEZ;Seychelles International Airport;-4.67434;55.521801;SC;AF
SFB;Orlando Sanford International Airport;28.77759933;-81.23750305;US;NA
SFO;San Francisco International Airport;37.61899948;-122.375;US;NA
SGF;Springfield Branson National Airport;37.24570084;-93.38860321;US;NA
SGN;Tan Son Nhat International Airport;10.81879997;106.6520004;VN;AS
SHA;Shanghai Hongqiao International Airport;31.19790077;121.3359985;CN;AS
SHE;Taoxian Airport;41.63980103;123.4830017;CN;AS
SHJ;Sharjah International Airport;25.32859993;55.51720047;AE;AS
SID;Amilcar Cabral International Airport;16.7414;-22.9494;CV;AF
SIN;Singapore Changi Airport;1.35019;103.994003;SG;AS
SIP;Simferopol International Airport;45.05220032;33.97510147;UA;EU
SJC;Norman Y. Mineta San Jose International Airport;37.362598;-121.929001;US;NA
SJD;Los Cabos International Airport;23.15180016;-109.7210007;MX;NA
SJJ;Sarajevo International Airport;43.82460022;18.3314991;BA;EU
SJO;Juan Santamaria International Airport;9.99361;-84.2089;CR;NA
SJU;Luis Munoz Marin International Airport;18.43939972;-66.00180054;PR;NA
SKA;Fairchild Air Force Base;47.61510086;-117.6559982;US;NA
SKG;Thessaloniki Macedonia International Airport;40.5196991;22.97089958;GR;EU
SKP;Skopje International Airport;41.961601;21.621401;MK;EU
SKT;Sialkot Airport;32.53555679;74.3638916;PK;AS
SLC;Salt Lake City International Airport;40.78839874;-111.9779968;US;NA
SMF;Sacramento International Airport;38.69540024;-121.5910034;US;NA
SNA;John Wayne Airport-Orange County Airport;33.67570114;-117.8679962;US;NA
SNN;Shannon Airport;52.702;-8.92482;IE;EU
SOF;Sofia Airport;42.69669342;23.41143608;BG;EU
SOQ;Dominique Edward Osok Airport;-0.894;131.287;ID;AS
SOU;Southampton Airport;50.95029831;-1.35679996;GB;EU
SPC;La Palma Airport;28.626499;-17.7556;ES;EU
SPI;Abraham Lincoln Capital Airport;39.84410095;-89.67790222;US;NA
SPS;Sheppard Air Force Base-Wichita Falls Municipal Airport;33.9888;-98.491898;US;NA
SRQ;Sarasota Bradenton International Airport;27.39539909;-82.55439758;US;NA
SSA;Deputado Luiz Eduardo Magalhaes International Airport;-12.9086113;-38.32249832;BR;SA
SSC;Shaw Air Force Base;33.97269821;-80.47059631;US;NA
STL;St Louis Lambert International Airport;38.748697;-90.370003;US;NA
STN;London Stansted Airport;51.88499832;0.234999999;GB;EU
STR;Stuttgart Airport;48.68989944;9.221960068;DE;EU
SUB;Juanda International Airport;-7.379829884;112.7870026;ID;AS
SUS;Spirit of St Louis Airport;38.66210175;-90.65200043;US;NA
SUU;Travis Air Force Base;38.26269913;-121.927002;US;NA
SUX;Sioux Gateway Airport/Brigadier General Bud Day Field;42.402599;-96.384399;US;NA
SVG;Stavanger Airport Sola;58.87670135;5.63778019;NO;EU
SVO;Sheremetyevo International Airport;55.972599;37.4146;RU;EU
SVX;Koltsovo Airport;56.74309921;60.80270004;RU;EU
SXF;Berlin-Schonefeld Airport;52.380001;13.5225;DE;EU
SXM;Princess Juliana International Airport;18.04100037;-63.10889816;SX;NA
SYD;Sydney Kingsford Smith International Airport;-33.94609833;151.177002;AU;OC
SYR;Syracuse Hancock International Airport;43.11119843;-76.10630035;US;NA
SYX;Sanya Phoenix International Airport;18.30290031;109.4120026;CN;AS
SYZ;Shiraz Shahid Dastghaib International Airport;29.5392;52.589802;IR;AS
SZL;Whiteman Air Force Base;38.7303009;-93.54789734;US;NA
SZX;Shenzhen Bao'an International Airport;22.63929939;113.810997;CN;AS
TAS;Tashkent International Airport;41.25790024;69.28119659;UZ;AS
TBS;Tbilisi International Airport;41.6692009;44.95470047;GE;EU
TBZ;Tabriz International Airport;38.13389969;46.23500061;IR;AS
TCM;McChord Air Force Base;47.13769913;-122.4759979;US;NA
TER;Lajes Airport;38.761799;-27.090799;PT;EU
TFN;Tenerife Norte Airport;28.48270035;-16.34149933;ES;EU
TFS;Tenerife South Airport;28.04450035;-16.57250023;ES;EU
TGD;Podgorica Airport;42.359402;19.2519;ME;EU
THR;Mehrabad International Airport;35.68920135;51.31340027;IR;AS
TIA;Tirana International Airport Mother Teresa;41.41469955;19.72060013;AL;EU
TIJ;General Abelardo L. Rodriguez International Airport;32.54109955;-116.9700012;MX;NA
TIK;Tinker Air Force Base;35.41469955;-97.38659668;US;NA
TIP;Tripoli International Airport;32.66350174;13.1590004;LY;AF
TLH;Tallahassee Regional Airport;30.39649963;-84.35030365;US;NA
TLL;Lennart Meri Tallinn Airport;59.41329956;24.83279991;EE;EU
TLS;Toulouse-Blagnac Airport;43.629101;1.36382;FR;EU
TLV;Ben Gurion International Airport;32.01139832;34.88669968;IL;AS
TNA;Yaoqiang Airport;36.85720062;117.2160034;CN;AS
TNR;Ivato Airport;-18.7969;47.478802;MG;AF
TOL;Toledo Express Airport;41.58679962;-83.80780029;US;NA
TOS;Tromso Airport;69.6832962;18.91889954;NO;EU
TPA;Tampa International Airport;27.97550011;-82.53320313;US;NA
TPE;Taiwan Taoyuan International Airport;25.0777;121.233002;TW;AS
TRD;Trondheim Airport Vaernes;63.4578018;10.9239998;NO;EU
TRI;Tri-Cities Regional TN/VA Airport;36.475201;-82.407401;US;NA
TRN;Turin Airport;45.200802;7.64963;IT;EU
TRV;Trivandrum International Airport;8.48211956;76.92009735;IN;AS
TSE;Astana International Airport;51.02220154;71.46690369;KZ;AS
TSF;Treviso-Sant'Angelo Airport;45.648399;12.1944;IT;EU
TSN;Tianjin Binhai International Airport;39.12440109;117.3460007;CN;AS
TUL;Tulsa International Airport;36.19839859;-95.88809967;US;NA
TUN;Tunis Carthage International Airport;36.85100174;10.22719955;TN;AF
TUS;Tucson International Airport / Morris Air National Guard Base;32.115004;-110.938053;US;NA
TXL;Berlin-Tegel Airport;52.5597;13.2877;DE;EU
TYN;Taiyuan Wusu Airport;37.74689865;112.6279984;CN;AS
TYS;McGhee Tyson Airport;35.81100082;-83.9940033;US;NA
TZX;Trabzon International Airport;40.99509811;39.78969955;TR;AS
UBN;Ulaanbaatar International Airport;47.646916;106.819833;MN;AS
UFA;Ufa International Airport;54.55749893;55.87440109;RU;EU
UIO;Mariscal Sucre International Airport;-0.129166667;-78.3575;EC;SA
ULN;Buyant-Ukhaa International Airport;47.843102;106.766998;MN;AS
UPG;Hasanuddin International Airport;-5.061629772;119.5540009;ID;AS
URC;Urumqi Diwopu International Airport;43.90710068;87.47419739;CN;AS
VAR;Varna Airport;43.232101;27.8251;BG;EU
VBG;Vandenberg Air Force Base;34.73730087;-120.5839996;US;NA
VCE;Venice Marco Polo Airport;45.505299;12.3519;IT;EU
VCP;Viracopos International Airport;-23.0069;-47.1363;BR;SA
VDA;Ovda International Airport;29.94029999;34.93579865;IL;AS
VIE;Vienna International Airport;48.11029816;16.56970024;AT;EU
VKO;Vnukovo International Airport;55.59149933;37.26150131;RU;EU
VNO;Vilnius International Airport;54.634102;25.285801;LT;EU
VPS;Destin-Ft Walton Beach Airport;30.4832;-86.525398;US;NA
VRA;Juan Gualberto Gomez International Airport;23.03440094;-81.43530273;CU;NA
VRN;Verona Villafranca Airport;45.395699;10.8885;IT;EU
VVI;Viru Viru International Airport;-17.6448;-63.135399;BO;SA
WAW;Warsaw Chopin Airport;52.16569901;20.96710014;PL;EU
WDH;Hosea Kutako International Airport;-22.4799;17.4709;NA;AF
WLG;Wellington International Airport;-41.32720184;174.8049927;NZ;OC
WMI;Modlin Airport;52.451099;20.6518;PL;EU
WNZ;Wenzhou Longwan International Airport;27.912201;120.851997;CN;AS
WRB;Robins Air Force Base;32.64009857;-83.59190369;US;NA
WRO;Copernicus Wroclaw Airport;51.10269928;16.88579941;PL;EU
WUH;Wuhan Tianhe International Airport;30.7838;114.208;CN;AS
XIY;Xi'an Xianyang International Airport;34.447102;108.751999;CN;AS
XMN;Xiamen Gaoqi International Airport;24.54400063;118.1279984;CN;AS
YEG;Edmonton International Airport;53.30970001;-113.5800018;CA;NA
YHM;John C. Munro Hamilton International Airport;43.1731;-79.935;CA;NA
YHZ;Halifax / Stanfield International Airport;44.88079834;-63.50859833;CA;NA
YMX;Montreal-Mirabel International Airport;45.6797;-74.0386;CA;NA
YNT;Yantai Penglai International Airport;37.657222;120.987222;CN;AS
YOW;Ottawa Macdonald-Cartier International Airport;45.32249832;-75.66919708;CA;NA
YUL;Montreal / Pierre Elliott Trudeau International Airport;45.47060013;-73.74079895;CA;NA
YVR;Vancouver International Airport;49.19390106;-123.1839981;CA;NA
YWG;Winnipeg / James Armstrong Richardson International Airport;49.90999985;-97.23989868;CA;NA
YYC;Calgary International Airport;51.11389923;-114.0199966;CA;NA
YYJ;Victoria International Airport;48.64690018;-123.4260025;CA;NA
YYT;St. John's International Airport;47.61859894;-52.75189972;CA;NA
YYZ;Lester B. Pearson International Airport;43.67720032;-79.63059998;CA;NA
ZAG;Zagreb Airport;45.74290085;16.06879997;HR;EU
ZAZ;Zaragoza Airport;41.6607;-1.0078;ES;EU
ZIA;Zhukovsky International Airport;55.553299;38.150002;RU;EU
ZNZ;Abeid Amani Karume International Airport;-6.22202;39.224899;TZ;AF
ZRH;Zurich Airport;47.464699;8.54917;CH;EU
